time,lon,lat,mode
2016-02-25 18:01:37,116.253739866,39.9165243796,5.0
2016-02-25 18:01:39,116.253748583,39.9165163748,5.0
2016-02-25 18:01:48,116.253771298,39.9165173807,5.0
2016-02-25 18:01:53,116.253657723,39.9164855294,5.0
2016-02-25 18:01:58,116.253356477,39.9164419435,5.0
2016-02-25 18:02:03,116.252930593,39.9164340645,5.0
2016-02-25 18:02:04,116.252811905,39.9164367468,5.0
2016-02-25 18:02:12,116.251694514,39.9164069491,5.0
2016-02-25 18:02:17,116.250967719,39.9164579111,5.0
2016-02-25 18:02:22,116.250288449,39.9164647423,5.0
2016-02-25 18:02:27,116.249714876,39.9164516246,5.0
2016-02-25 18:02:32,116.24930718,39.9163719546,5.0
2016-02-25 18:02:37,116.248933515,39.91641114,5.0
2016-02-25 18:02:42,116.248579715,39.9164772313,5.0
2016-02-25 18:02:47,116.248216778,39.9164950848,5.0
2016-02-25 18:02:52,116.247709841,39.9164838111,5.0
2016-02-25 18:02:57,116.247183541,39.9164627726,5.0
2016-02-25 18:03:02,116.246912303,39.9163969746,5.0
2016-02-25 18:03:07,116.246763188,39.9162333599,5.0
2016-02-25 18:03:12,116.246812977,39.9158760813,5.0
2016-02-25 18:03:17,116.246779617,39.9154768512,5.0
2016-02-25 18:03:22,116.246754807,39.9149917066,5.0
2016-02-25 18:03:27,116.246756064,39.914500569,5.0
2016-02-25 18:03:32,116.246741312,39.914088347,5.0
2016-02-25 18:03:37,116.246685572,39.9136702158,5.0
2016-02-25 18:03:42,116.246679537,39.9131839397,5.0
2016-02-25 18:03:47,116.246644249,39.9127705442,5.0
2016-02-25 18:03:52,116.246578619,39.9125115434,5.0
2016-02-25 18:03:57,116.246637711,39.9121886725,5.0
2016-02-25 18:04:03,116.246654978,39.9121432426,5.0
2016-02-25 18:04:08,116.246679118,39.9121207791,5.0
2016-02-25 18:04:13,116.24669781,39.9118205393,5.0
2016-02-25 18:04:18,116.24670485,39.9114772585,5.0
2016-02-25 18:04:23,116.246698229,39.9110650784,5.0
2016-02-25 18:04:28,116.246804008,39.910582155,5.0
2016-02-25 18:04:33,116.246773498,39.9101266405,5.0
2016-02-25 18:04:38,116.246730751,39.9097347865,5.0
2016-02-25 18:04:43,116.246701582,39.9093389511,5.0
2016-02-25 18:04:48,116.246721028,39.9091640627,5.0
2016-02-25 18:04:53,116.246649027,39.9089286151,5.0
2016-02-25 18:04:58,116.24656722,39.9085421674,5.0
2016-02-25 18:05:03,116.246549618,39.9082511058,5.0
2016-02-25 18:05:08,116.246502763,39.9080379121,5.0
2016-02-25 18:05:13,116.246490358,39.9079551408,5.0
2016-02-25 18:05:18,116.246506032,39.9076867104,5.0
2016-02-25 18:05:23,116.246465128,39.9073060044,5.0
2016-02-25 18:05:28,116.246407712,39.9069381226,5.0
2016-02-25 18:05:32,116.246459931,39.9066714524,5.0
2016-02-25 18:05:38,116.246566717,39.9064841168,5.0
2016-02-25 18:05:43,116.246525897,39.9063450611,5.0
2016-02-25 18:05:48,116.246282319,39.9062914588,5.0
2016-02-25 18:05:53,116.245806562,39.9062811071,5.0
2016-02-25 18:05:58,116.245197533,39.9062980805,5.0
2016-02-25 18:06:03,116.24459127,39.9062791374,5.0
2016-02-25 18:06:08,116.244043512,39.9062676542,5.0
2016-02-25 18:06:14,116.24371863,39.9062619964,5.0
2016-02-25 18:06:20,116.243690718,39.9062916264,5.0
2016-02-25 18:06:26,116.243666411,39.9062858848,5.0
2016-02-25 18:06:31,116.243473627,39.9062630022,5.0
2016-02-25 18:06:36,116.243058471,39.9062296842,5.0
2016-02-25 18:06:41,116.242460674,39.906239491,5.0
2016-02-25 18:06:46,116.241812082,39.9062385271,5.0
2016-02-25 18:06:51,116.241222164,39.9062587275,5.0
2016-02-25 18:06:56,116.240627803,39.9062590627,5.0
2016-02-25 18:07:01,116.240069652,39.9062202545,5.0
2016-02-25 18:07:06,116.239339588,39.9062718032,5.0
2016-02-25 18:07:11,116.23889979,39.906245065,5.0
2016-02-25 18:07:16,116.238326719,39.9062410416,5.0
2016-02-25 18:07:21,116.237849705,39.9062340008,5.0
2016-02-25 18:07:26,116.237405883,39.9062310253,5.0
2016-02-25 18:07:31,116.23684899,39.9061949831,5.0
2016-02-25 18:07:36,116.236385219,39.9062147225,5.0
2016-02-25 18:07:41,116.235908959,39.9062219728,5.0
2016-02-25 18:07:46,116.235346785,39.9062363059,5.0
2016-02-25 18:07:50,116.234747898,39.9062326597,5.0
2016-02-25 18:07:55,116.234236015,39.9062552909,5.0
2016-02-25 18:08:00,116.234019008,39.9062533211,5.0
2016-02-25 18:08:13,116.234000987,39.906265894,5.0
2016-02-25 18:08:35,116.234026216,39.9062523991,5.0
2016-02-25 18:08:40,116.233791858,39.9062464899,5.0
2016-02-25 18:08:45,116.233259104,39.9062482501,5.0
2016-02-25 18:08:50,116.232614955,39.9062392395,5.0
2016-02-25 18:08:55,116.231988492,39.906244562,5.0
2016-02-25 18:09:00,116.231411817,39.9062380242,5.0
2016-02-25 18:09:05,116.230924158,39.9062303547,5.0
2016-02-25 18:09:10,116.230506487,39.906233917,5.0
2016-02-25 18:09:15,116.230317308,39.9062301452,5.0
2016-02-25 18:10:06,116.230310937,39.9062145967,5.0
2016-02-25 18:10:13,116.230312195,39.9062178657,5.0
2016-02-25 18:10:18,116.23026601,39.9062169856,5.0
2016-02-25 18:10:23,116.229954623,39.9062226853,5.0
2016-02-25 18:10:28,116.229494289,39.9062176561,5.0
2016-02-25 18:10:33,116.228921218,39.9062156864,5.0
2016-02-25 18:10:38,116.228190987,39.9062270439,5.0
2016-02-25 18:10:43,116.227391772,39.9062363478,5.0
2016-02-25 18:10:48,116.226618961,39.9062395748,5.0
2016-02-25 18:10:53,116.225832151,39.9062366831,5.0
2016-02-25 18:10:58,116.225094041,39.9062335818,5.0
2016-02-25 18:11:03,116.224381831,39.9062330369,5.0
2016-02-25 18:11:08,116.223803312,39.9062314863,5.0
2016-02-25 18:11:13,116.223505419,39.9062314025,5.0
2016-02-25 18:11:18,116.22327894,39.9062319473,5.0
2016-02-25 18:11:23,116.222934444,39.906235803,5.0
2016-02-25 18:11:28,116.222707462,39.906241796,5.0
2016-02-25 18:11:33,116.222212762,39.9062372698,5.0
2016-02-25 18:11:38,116.221622676,39.9062344619,5.0
2016-02-25 18:11:43,116.221047929,39.9062132556,5.0
2016-02-25 18:11:48,116.220673425,39.9062058377,5.0
2016-02-25 18:11:53,116.220410904,39.9062038679,5.0
2016-02-25 18:11:58,116.220031623,39.9062032393,5.0
2016-02-25 18:12:03,116.219621999,39.9062243617,5.0
2016-02-25 18:12:08,116.219149176,39.9061858049,5.0
2016-02-25 18:12:13,116.21874433,39.9061300233,5.0
2016-02-25 18:12:18,116.218354153,39.9061772554,5.0
2016-02-25 18:12:23,116.217820728,39.9062316958,5.0
2016-02-25 18:12:28,116.217328291,39.9062091904,5.0
2016-02-25 18:12:33,116.216888996,39.9061978329,5.0
2016-02-25 18:12:38,116.216430925,39.9061983358,5.0
2016-02-25 18:12:43,116.216011997,39.9061954441,5.0
2016-02-25 18:12:48,116.21574101,39.9062078074,5.0
2016-02-25 18:12:53,116.215605727,39.9062014791,5.0
2016-02-25 18:12:58,116.215572953,39.9061902892,5.0
2016-02-25 18:13:06,116.215546634,39.9061936001,5.0
2016-02-25 18:13:11,116.215556944,39.906168622,5.0
2016-02-25 18:13:33,116.215554094,39.9061525707,5.0
2016-02-25 18:13:37,116.215522913,39.9061704241,5.0
2016-02-25 18:13:43,116.215485279,39.9062211346,5.0
2016-02-25 18:14:21,116.215424175,39.9062352162,5.0
2016-02-25 18:14:26,116.215303056,39.9062461965,5.0
2016-02-25 18:14:31,116.215088563,39.9060747028,5.0
2016-02-25 18:14:36,116.215036763,39.9058776023,5.0
2016-02-25 18:14:41,116.215008265,39.9056036398,5.0
2016-02-25 18:14:46,116.215040619,39.905220042,5.0
2016-02-25 18:14:51,116.215007762,39.9048960815,5.0
2016-02-25 18:14:56,116.21501321,39.9045523396,5.0
2016-02-25 18:15:01,116.215061993,39.9041295983,5.0
2016-02-25 18:15:06,116.21511044,39.9036667915,5.0
2016-02-25 18:15:11,116.215167102,39.9032255263,5.0
2016-02-25 18:15:16,116.215245808,39.9027374899,5.0
2016-02-25 18:15:21,116.215157462,39.9027695088,5.0
